Key,Value,T
614632946,The Masterfield Farmstead,Masterfield Farmstead
615681530,The Old Mastersley Shack,老马斯特利棚屋
616730113,Moorcroft Hall,Moorcroft Hall
617778691,The Moorhouse Farmstead,Moorhouse Farmstead
618827299,The Tower of Woodston,伍德斯顿塔
619875882,The Red Huntsman Hostel,红猎人旅馆
620924460,Lamtown,兰敦
621973038,Vantry,货车
623022477,Midwell,中间
624071058,Weeping Redeemer of Mara,哭泣的玛拉救赎主
625119638,Ipscart,ipscart
626168218,The Silver Fairy Inn,银仙子旅馆
627216798,Ipsshire Hall,伊普斯郡大厅
628265376,The Yedon Nest,Yedon Nest
629313957,Anticlere,背叛者
630362536,The Geroginx Hermitage,Geroginx冬宫
631411160,Yeomhart Palace,Yeomhart Palace
632459757,The Laboratory of Agryval,阿格里瓦尔实验室
633508337,The House of Darkanor,黑暗之家
634557845,The Masterhouse Farmstead,大师农场
635606424,Old Vannona's Shack,老范诺纳的棚屋
636655008,Reyhope,雷霍普
637703591,The Laughing Dog Pub,笑狗酒吧
638752169,Masterfield Grange,Masterfield Grange
639800749,The Coven of Barborya,巴伯里亚的盟约
640849330,Greenford Palace,格林福德宫
641897909,The Greenham Farmstead,格林纳姆农场
642946488,The Gaering Farmstead,盖林农场
643995079,Gallogate Field,Gallogate场
645043659,Castle Gaersly,城堡
646092242,The Hearthsly Graveyard,荒诞墓地
647140829,Old Elyn's Farm,老伊琳的农场
648189416,Hearthing Grange,隆隆的农庄
649237994,Hearthfield Hall,赫斯菲尔德音乐厅
650286576,Baeldale,贝尔代尔
651336029,Copperston Court,Copperston Court
652384614,Copperhart Manor,科波哈特庄园
653433219,THe Crypts of Wicksley,威克斯利的地下室
654481830,Tamcester,坦斯特
655530428,Ruins of The Gaerton Farmstead,盖尔顿农场的废墟
656579009,Woodhart Hall,伍德哈特大厅
657627615,Tamford,坦福
658677068,Woodwing Palace,木翼宫
659725681,Yeomton Manor,Yeomton Manor
660774261,Yeomsmith Manor,Yeomsmith Manor
661822857,Wartry,Wartry
662871435,Hearthhouse Hall,炉膛馆大厅
663920019,Tower Greenston,塔格林斯顿
664968597,Holy Rebirth of Mara,马拉的圣洁重生
666017176,Charenlech,Charenlech
667065766,The Hawkston Farmstead,霍克斯顿农场
668114373,The Trogghu Coop,Trogghu Coop
669162954,Tower Woodton,塔伍德顿
670212410,Buckington Court,白金顿法院
671260989,Mastering Manor,掌握庄园
672309583,Broadwich Minster,Broadwich Minster
673358161,Masterwing Grange,掌上农庄
674406741,Ashsley Grange,Ashsley Grange
675455340,Chesterley,切斯特利
676503929,The Stronghold of Kington,金顿的据点
677552524,Coppersley Manor,Coppersley Manor
678601127,The Old Kingwing Place,古老的金翼地方
679650610,Wickfield Hall,威克菲尔德音乐厅
680699223,The Andore Excavation,安多尔发掘
681747813,The Hawkton Farmstead,霍克顿农场
682796399,The Yeomcroft Burial Ground,Yeomcroft墓地
683844978,Knightsway,骑士团
684893558,Crossmore,Crossmore
685943042,The Old Moorton Shack,老莫尔顿棚屋
686991620,The Kingsmith Farmstead,金斯史密斯农场
688040199,Old Elyzyssa's Farm,老Elyzyssa的农场
689088784,The Barrow of Nebuchulan,尼布丘兰的巴罗
690138355,Bleeding Light of Mara,玛拉的流血光
691186985,Crossleigh,Crossleigh
692235574,Burgworth Rock,Burgworth Rock
693284166,The Buckingwing Farmstead,Buckingwing Farmstead
694333647,Masterhart Manor,Masterhart Manor
695382232,Newlech Field,Newlech Field
696430822,THe Crypts of Greensmith,绿匠的地下室
697479458,Vannorya Cultus,Vannorya Cultus
698528040,Old Lysorya's Farm,旧莉索亚的农场
699577530,Kingham Grange,金汉格兰奇
700626122,Baelwold,贝尔沃尔德
701674748,The Hawksley Farmstead,霍克斯利农场
702723336,The Buckinghouse Farmstead,Buckinghouse Farmstead
703772842,Singhead,单人
704821474,Gaerwing Court,盖尔翼法院
705870055,Eastwell,伊斯特韦尔
706918634,Chesterton,切斯特顿
707968154,Lamton Hamlet,兰顿小村庄
709016788,Bleeding Idol of Mara,玛拉的流血偶像
710065368,Cromworth Commons,克罗姆沃思共同体
711114870,The Moorhouse Cemetery,Moorhouse公墓
712163449,Reyville,雷维尔
713212031,Old Vyctara's Place,老维克塔拉的地方
714260659,Oxfort,牛
715309237,The Hearthhart Farmstead,炉hart农场
716357818,The Hold of Gondore,贡多的持有
717406405,Yeomford Grange,Yeomford Grange
718455897,The Aviary of Moritor,mor
719504475,The Woodham Plantation,伍德姆种植园
720553061,The Yeomsley Farmstead,Yomsley Farmstead
721601707,Old Elayne's Farm,老埃莱的农场
722651205,Tamtower,tamtower
723699843,Lambury,兰伯里
724748432,Charenvale,夏兰维尔
725797941,The Hearthsley Farmstead,壁炉式农场
726846569,Aldwall Rock,Aldwall Rock
727896087,Riptown,里普敦
728944671,Ashham Grange,阿什汉姆·格兰奇（Ashham Grange）
729993301,Gaersley Manor,盖斯利庄园
731042813,The Hearthwing Farmstead,炉wing的农场
732091397,Baron Corranius's Tomb,柯拉纽斯墓男爵
733140024,The Wicksmith Farmstead,Wicksmith Farmstead
734189598,Greenhart Grange,格林哈特农庄
735238179,Gaercroft Hall,Gaercroft Hall
736287758,Cathwold Heath,卡斯沃尔德·希思
737337268,The Knave and Muskrat Hostel,knave and Muskrat旅馆
738386847,Ruins of Moorhart Manor,摩尔哈特庄园的废墟
739436421,Ashhouse's Hold,阿什豪斯的握住
740487017,Yeomhart Manor,Yeomhart Manor
741536590,Ipspath,IPSPATH
742585174,The Moorwing Cemetery,系泊公墓
743635737,Vanwood Hollow,范伍德·霍洛（Vanwood Hollow）
744684318,The Buckingwing Graveyard,Buckingwing墓地
745732897,The Ashham Tombs,阿什汉姆墓
746781479,Silent Ascencion of Mara,玛拉的无声上升
747830057,THe Crypts of Hawkhouse,霍克豪斯的地下室
748880618,Wildertale,怀尔特尔
749929206,Wilderbury Rock,威尔伯里岩
750978773,Cathmore Hall,卡斯莫尔音乐厅
752028351,The Tombs of Greenford,格林福德的坟墓
753077924,The Mastersmith Plantation,大师匠种植园
277751,The Prison of Grictke,格里克克监狱
1327340,Blarcan Hall,布拉尔坎大厅
2376796,The Crimson Barbarian Pub,深红色的野蛮酒吧
3425425,Faurp's Hold,faurp的持有
4474053,Infinite Soul of Julianos,朱利安诺斯的无限灵魂
5522634,Kalunnunu,Kalunnunu
6571222,Baghascuwan,Baghascuwan
7620682,Baurdum Grange,Baurdum Grange
8669355,Stuld Hall,小厅
9717935,Berbascunia,Berbascunia
10766518,The Klircum Cemetery,Klircum公墓
11815980,The Silver Priest Lodge,银色牧师小屋
12864558,Appallarea,appallarea
13913144,The Monastery of Baalibleusulla,Bailibleusulla修道院
14961722,Syrotubu,Syrotubu
16010303,The Kurgrn Farmstead,Kurgrn Farmstead
17058915,Syrallao,Syrallao
18107494,Pythohajer,pythohajer
19156072,The Hold of Gort,戈特的持有
20204685,Morilliton,莫里顿
21253280,Shurpen Hall,Shurpen Hall
22301861,The Devil's Chasm Lodge,魔鬼的鸿沟
23350442,The Hold of Gav'kern,Gav'kern的持有
24399897,Gollur Grange,Gollur Grange
25448536,Burning Ascencion of Julianos,朱莉安诺斯的燃烧上升
26497124,Reliquary of Sai,Sai的遗物
27545704,The Old Rausten Shack,老劳斯滕棚屋
28594283,The Aviary of Yearock,年度鸟类
29642862,Blessed Tree of Julianos,朱莉安诺斯的祝福树
30691441,Holy Ascencion of Julianos,朱利亚诺斯的圣洁
31740019,Perpetual Sunrise of Julianos,朱利安诺斯的永久日出
32788601,Damocco-Gora,达莫科 - 戈拉
33837180,Issaqelikat,Issaqelikat
34885762,The Cujem Tombs,Cujem坟墓
35935229,The Old Mirtta Place,旧的米特塔地方
36983817,Castle Rlerhtim,城堡Rlerhtim
38032399,Makoada,Makoada
39080999,Torch Manor,火炬庄园
40129580,Makonilah,Makonilah
41178163,Fearful Prophet of Julianos,朱利安诺斯的可怕先知
42226743,Ruins of The Faarchon Farmstead,法赫孔农业斯特德的废墟
43275323,Krill'kern Orchard,Krill'kern果园
44323913,Singing Martyr of Julianos,朱利亚诺斯的烈士唱歌
45372509,Bairchte Manor,Bairchte Manor
46421096,Inner Oracle of Julianos,朱利亚诺斯的内甲骨
47469678,The Sepulcher of Stadezeon,Stadezeon的坟墓
48518257,Tulaaha-Hassi,图拉哈 - 哈西
49567726,Pilaja,pilaja
50616333,Pilliweyn,Pilliweyn
51664935,Rost Manor,罗斯特庄园
52713516,Hogu-Thar,hogu-thar
53762101,Gysoccoan,Gysoccoan
54810685,Infinite Sunrise of Julianos,朱利安诺斯的无限日出
55859264,Mogadbia,摩根比亚
56907843,Mogoniga,mogoniga
57956423,The Krortum Graveyard,Krortum墓地
59005004,Sage Monument,鼠尾草纪念碑
60053587,Glevam Hall,Glevam Hall
61103069,Sacred Light of Julianos,朱利安诺斯的神圣光
62151652,The Tombs of Tlorpten,Tlorpten的坟墓
63200230,Mji-Kom,mji-kom
64248818,The Prison of Glurkum,格拉库姆监狱
65297413,Wadijinus,Wadijinus
66345993,Castle Lelpan,城堡Lelpan
67394571,The White Porcupine Hostel,白豪猪宿舍
68443197,The Old Dhechun Hovel,旧的Dhechun Hovel
69491783,The Thulpon Cemetery,Thulpon公墓
70541240,The Stronghold of Mhojta,Mhojta的据点
71589819,Papuhdai,Papuhdai
72638418,Papiladisu,Papiladisu
73687017,Old Cejca's Shack,旧的Cejca棚屋
74735610,The Glermum Plantation,Glermum种植园
75784190,Javehria,贾夫里亚
76832773,The Fherk Vaults,FHERK拱顶
77881351,Isfoguara,isfoguara
78929933,The Lucky Dragon Inn,幸运的龙旅馆
79978515,Agajnu,Agajnu
81027093,The Old Baermir Shack,旧的Baermir棚屋
82075674,Agewan,Agewan
83124263,Elajtor,Elajtor
84172841,The Shrarcten Farmstead,Shrarcten Farmstead
85222311,Bubua,Bubua
86270898,Maj Orchard,玛果园
87319479,Zenastaza,Zenastaza
88368062,Rhogorea,Rhogorea
89416697,Reliquary of Raen,Raen的遗物
90466185,The Laughing Griffin Tavern,笑的格里芬小酒馆
91514771,Mhushar Palace,Mhushar宫
92563413,Tujrn Hall,图里恩·霍尔（Tujrn Hall）
93612005,The Ghozam Graveyard,Ghozam墓地
94660583,The Black Woodchuck Hostel,黑色的木屋旅馆
95709162,Singing Star of Julianos,朱莉安诺斯的唱歌明星
96757743,Old Vlorc-e's Hovel,旧Vlorc-e的霍夫尔
97806329,Khajettujer,Khajettujer
98855806,Jale-Gora,贾尔·戈拉（Jale-Gora）
99904389,The Mole and Stag Lodge,痣和鹿角小屋
100952967,Jalyrykat,Jalyrykat
102001554,Osareg,OSAREG
103050133,Lenada,Lenada
104098736,Glugim Palace,glugim宫
105147314,The Feather and Sword Hostel,羽毛和剑宿舍
106195896,The Fox and Barbarian Lodge,狐狸和野蛮旅馆
107244482,Sedastalah,Sedastalah
108293065,Lainlyn,莱恩
109341643,The Barkten House of Correction,巴克滕校正之家
110390246,The Tower of Ghastam,加斯坦的塔
111439710,Surtin Tower,Surtin Tower
112488288,B'octom Manor,B'octom庄园
113536885,Shrogem Grange,Shrogem Grange
114585477,Sedena-Hassi,Sedena-Hassi
115634060,The Groght'kern Farmstead,Groght'kern Farmstead
116682641,Old Chishga's Place,老奇什加的地方
117731219,Klirkte Hall,Klirkte Hall
118779797,Kieran Theatre,基兰剧院
119828406,Ruins of The Tower of Caurd,ca
120876994,The Green Dagger Tavern,绿匕首小酒馆
121925573,Mesettudax,Mesettudax
122974162,The Restless Fairy Pub,不安的仙女酒吧
124023629,The Lion and Goblin Hostel,狮子和妖精的旅馆
125072219,Toghten Manor,Toghten庄园
126120804,The Gold Helm Lodge,金牌小屋
127169409,Baghiri-Thar,Baghiri-Thar
128217987,The Screaming Dagger Hostel,尖叫的匕首旅馆
129266588,Rhanandasa,Rhanandasa
130315173,The Web of Skuldon,Skuldon的网络
131363762,The Baightim Farmstead,Baightim Farmstead
132412341,Rhanyrybia,Rhanyrybia
133461829,Tasuthu-Kom,tasuthu-kom
134510423,Castle Vlorgten,城堡Vlorgten
135559022,The Mole and Fawn Tavern,痣和小鹿小酒馆
136607610,Syrius,西里乌斯
137656193,Djen Lodge,Djen Lodge
138704786,Altar of I'ric,我的祭坛
139753364,Pythakanis,毕达卡尼人
140801944,The Black Griffin Inn,黑格里芬旅馆
141851417,The Boldt Burial Ground,大胆的墓地
142900002,The Mharpte Farmstead,Mharpte Farmstead
143948609,The Vojagon Aviary,Vojagon鸟舍
144997194,Caerht Hall,Caerht Hall
146045776,The Old Therden Hovel,旧的Therden Hovel
147094361,Pythedai,毕赛
148142942,Damaaqdisu,Damaqdisu
149191524,Old Sarpi's Place,老萨尔皮的地方
150240107,Lhathke Manor,拉特克庄园
151288685,Flerhtum Orchard,弗勒果园
152337266,Boorc Tower,Boorc塔
153385844,Dameria,达米莉亚
154434436,Naruara,纳鲁拉
155483918,The Vell Plantation,Vell种植园
156532524,The Graves of Cyercon,绿绿色的坟墓
157581110,The Barrow of Nebuchehaus,尼布切豪斯的巴罗
158629706,The Toad and Dragon Tavern,蟾蜍和龙小酒馆
159678312,Makopator,企业
160727784,The Sluchrn Plantation,Sluchrn种植园
161776370,The Dancing Fawn Lodge,跳舞小屋
162824984,The Knave and Pit Lodge,刀和坑屋
163873568,Tulaunnua,图拉努阿
164922165,The Beaver and Mug Inn,海狸和杯子旅馆
165970748,The Screaming Helm Hostel,尖叫的头盔旅馆
167019326,Pheoniza,pheoniza
168067908,Pheonunnurea,pheonunnurea
169116489,Hebu,希布
170165070,Inner Tree of Julianos,朱莉安诺斯的内树
171213651,Boallt Hall,布尔特大厅
172263133,Boosan Manor,Boosan Manor
173311714,The Dead Woodchuck Lodge,死去的木屋小屋
174360292,Mhustam Palace,Mhustam宫
175408873,Gull Manor,海鸥庄园
176457457,Reliquary of Sai,Sai的遗物
177506037,Umbazar,Umbazar
178554621,The Dancing Mug Pub,跳舞的杯子酒吧
179603211,Infinite Prophet of Julianos,朱利亚诺斯的无限先知
180651791,The Restless Wolf Inn,不安的狼旅馆
181700369,Lullten Grange,卢尔滕农庄
182748950,The Flulpte Cabin,弗洛普小屋
183797531,Umballa-Gora,Umballa-Gora
184846113,Shrasin Hall,Shrasin Hall
185894712,The M'ojan Plantation,M'ojan种植园
186943298,The Tlost Farmstead,tlost farmstead
187992810,The Fortress of Tlurdun,特尔杜的要塞
189041415,The Old Fhushke Place,旧的fhushke地方
190089996,B'ifylum Hall,B'ifylum Hall
191138577,Tist Manor,泰斯特庄园
192187171,The Blaghtar Burial Ground,Blaghtar墓地
193235751,Ramohada,拉马哈达
194285220,The Stronghold of D'eld,D'Eld的据点
195333799,Old Khorchga's Farm,老霍奇加的农场
196382377,The Jubul Monastery,Jubul修道院
197430957,Javeli-Hassi,标枪哈西
198479540,The Faest Farmstead,Faest Farmstead
199528138,Cirnon Hall,Cirnon Hall
200576720,Javascudax,爪哇
201625309,The Screaming Cat Lodge,尖叫的猫小屋
202673891,Atroasia,阿特罗西亚
203722470,Jode Shrine,乔德神社
204771071,The Citadel of Caermum,Caermum的城堡
205819656,Agissija,阿吉西亚
206869143,The Pig and Jug Pub,猪和水罐酒吧
207917758,Castle Boafylom,城堡Boafylom
208966355,Holy Rebirth of Julianos,朱利安诺斯的圣洁重生
210014934,The Dancing Helm Inn,舞蹈舵旅馆
211063523,The Old Saeghtar Hovel,旧的Saeghtar Hovel
212112110,The Tower of Maothon,毛洪塔
213160696,Zagohala,Zagohala
214209275,Singing Relic of Julianos,朱利亚诺斯的唱歌遗物
215258744,Kaloninis,Kaloninis
216307322,The Mole and Priest Hostel,痣和牧师旅馆
217355914,Silent Ascencion of Julianos,朱利安诺斯的无声升
218404507,Boadai,Boadai
219453090,Old Nuthti's Farm,旧诺蒂的农场
220501683,Grart Palace,格拉特宫
221550261,Bonidisu,Bonidisu
222598840,Tower Kazten,塔卡兹滕
223647442,Berbaharia,伯巴哈里亚
224696024,The Temple of Sahiblonah,萨希布隆庙
225744603,Jaljiara,Jaljiara
226793181,The Stuz Burial Ground,Stuz墓地
227842662,Sedogunia,Sedogunia
228891261,The Toad and Huntsman Hostel,蟾蜍和亨斯曼旅馆
229939852,The Citadel of Norhtur,诺尔堡的城堡
230988451,The Shrine of Demulena,Demulena的神社
232037036,The Grumrugoth Nest,grumrugoth巢
233085630,Vlarnum Hall,vlarnum Hall
234134217,The Old Rlargim Shack,旧的rlargim棚屋
235183686,Issaquplex,Issaquplex
236232267,Rhaninjer,Rhaninjer
237280851,The Khellun House of Correction,Khellun矫正之家
238329437,Silent Martyr of Julianos,朱利亚诺斯的无声烈士
239378030,Akhoton,阿克顿
240426610,The T'aght House of Correction,T'Aght矫正之家
241475208,Florkte Manor,弗洛克庄园
242523791,The Fortress of Rairch,莱尔奇要塞
243572394,Akhuhzar,akhuhzar
244620973,Taso-Ij,taso-jij
245670455,Gysaj-Hassi,Gysaj-Hassi
246719050,Mogadax,莫加戴斯
247767636,The Tower of C'erk'kern,C'erk'kern的塔
248816223,The Old Move Place,旧的移动场所
249864810,Fhorg'kern Manor,Fhorg'kern庄园
250913395,Shrine of Ephen,埃芬神社
251961973,Shrine of Mai,麦神社
253010576,The Raafyl Quarry,Raafyl Quarry
254059159,Eternal Seer of Julianos,朱利安诺斯的永恒先知
255108637,The Old F'irgan Hovel,旧的f'irgan hovel
256157219,Tsetasta-Thar,TSETASTA-THAR
257205808,The Maronah Manse,Maronah Manse
258254392,The Rusty Stag Inn,生锈的雄鹿旅馆
259302977,Tsetisa,TSETISA
260351562,Tsetettubia,Tsetettubia
261400152,The Unfortunate Giant Lodge,不幸的巨型旅馆
262448757,Pheonega,Pheonega
263497338,Bleeding Tree of Julianos,朱利安诺斯的流血树
264545921,The Cathedral of Homunuleus,霍姆纳勒斯大教堂
265595426,The Howling Giant Hostel,how叫巨人宿舍
266644005,The Raallam Graveyard,Raallam墓地
267692601,Antelenadai,安泰纳奈
268741179,Eluthubi,Eluthubi
269789757,Raecher Manor,莱切庄园
270838340,Shelter of Phen,现象的庇护所
271886920,Dhij Court,Dhij法院
272935503,The Birm Farmstead,Birm Farmstead
273984082,Umbenaria,Umbenaria
275032660,Blelpin Grange,布莱尔平农庄
276082156,Wailing Seer of Julianos,朱利安诺斯的哭泣者
277130734,The Lheghtt Excavation,LHEGHTT发掘
278179314,Fegun Hall,费贡大厅
279227896,The Hold of Larg,大拉格的持有
280276476,The Stach Farmstead,stach farmstead
281325056,Singing Soul of Julianos,朱利安诺斯的唱歌灵魂
282373639,The Screaming Goblin Tavern,尖叫的妖精小酒馆
283422233,Nermrn Hall,Nermrn Hall
284470813,The King's Chasm Hostel,国王的鸿沟旅馆
285519412,Holy Light of Julianos,朱利安诺斯的圣光
286568007,The Silver Barbarian Tavern,银野蛮小酒馆
287616593,Khajaaqnia,khajaqnia
288666072,Jalobu,墨西哥胡椒
289714654,Vluj Manor,Vluj Manor
290763254,Cuduthuplex,Cuduthuplex
291811835,The Graves of Nagten,纳格滕的坟墓
292860429,The Rusty Sword Pub,生锈的剑酒吧
293909011,Silent Sunrise of Julianos,朱利安诺斯的沉默日出
294957607,The Gushta Plantation,古斯塔种植园
296006195,The Blijte Vaults,Blijte拱顶
297055678,The V'ugar Farmstead,v'ugar farmstead
298104271,Strenner Haven,Strenner Haven
299152850,The Fox and Rascal Lodge,狐狸和Rascal Lodge
300201435,The Nhild-e Cabal,Nhild-e Cabal
301250017,B'ofylam Manor,B'ofylam庄园
302298598,Baghurana,巴格拉纳
303347178,The Caugt Plantation,Caugt种植园
304395757,The Thuzom Farmstead,Thuzom Farmstead
305444335,The Graves of T'irnke,t'irnke的坟墓
306492915,The White Priest Tavern,白祭司小酒馆
307541496,Castle Vlishan,城堡Vlishan
308590077,Rhanopa-Hassi,rhanopa-hassi
309638661,The Krort Crypts,Krort地下室
310687249,The B'uthar Plantation,B'uthar种植园
311735841,Berbodax,Berbodax
312785320,Sekrabith,Sekrabith
313833901,Pythiisa,pythiisa
314882484,Jode Shrine,乔德神社
315931111,Mhorc Manor,Mhorc庄园
316979689,Castle Grork,格罗克城堡
318028274,Nhictam Hall,NHICTAM HALL
319076862,The Dead Cat Hostel,死猫宿舍
320125440,Dith Orchard,迪斯果园
321174935,Makohala,Makohala
322223525,The Prison of Tlillem,特利勒姆监狱
323272108,Akhera-Korom,akhera-korom
324320687,Old V'ildsa's Farm,老v'ildsa的农场
325369280,Joyous Soul of Julianos,朱利安诺斯的欢乐灵魂
326417863,The Stronghold of Ceghtan,塞格坦的据点
327466460,The Fhetham Farmstead,Fhetham Farmstead
328515041,B'er Hall,B'er Hall
329563619,Tulaelius,图拉里乌斯
330612203,Old Caildta's Place,老凯尔达的地方
331661690,Hoaria,Hoaria
332710268,Veld Hall,Veld Hall
333758850,Gysotuara,Gysotuara
334807439,The Barrow of Darkivan,Darkivan的巴罗
335856017,Old Slathja's Farm,老斯拉斯雅的农场
336904627,Weeping Redeemer of Julianos,哭泣的士兵
337953208,Faerdan Hall,法尔丹大厅
339001792,Shrine of Bandi,Bandi神社
340050381,The Tower of Saov,萨夫塔
341098966,Mogahanu,摩加武
342147546,Mogohadata,Mogohadata
343197041,Wadijoccoa,wadijoccoa
344245636,The Maartem Cabin,Maartem小屋
345294229,The Jubiamulullah Hermitage,Jubiamulullah冬宫
346342818,The Rat and Wolf Lodge,老鼠和狼小屋
347391402,The Hold of Nirkem,尼克姆的持有
348439985,Wadijeliza,wadijeliza
349488571,Klard Court,克拉德法院
350537152,The Rlartrn Farmstead,Rlartrn Farmstead
351586657,Surdom Manor,Surdom Manor
352635237,Lhustir Manor,lhustir庄园
353683815,The Knave and Hedgehog Lodge,刀和刺猬洛奇
354732399,Djen Lodge,Djen Lodge
355780998,Papadbu,帕帕德布
356829576,Sacred Prophet of Julianos,朱利安诺斯的神圣先知
357879099,Holy Altar of Julianos,朱利安诺斯的圣祭坛
358927682,Old Fhurchtha's Farm,旧的Fhurchtha农场
359976318,Castle Vifylt,城堡vifylt
361024904,Glafyl Hall,绿叶厅
362073483,The C'ostke Farmstead,C'ostke Farmstead
363122068,Agjiton,Agjiton
364171549,Reliquary of Raen,Raen的遗物
365220144,Old Baozta's Shack,旧的Baozta棚屋
366268772,Faufyl Manor,Faufyl Manor
367317358,Eternal Soul of Julianos,朱利安诺斯的永恒灵魂
368366863,Castle Mauv,毛夫城堡
369415444,Perpetual Tree of Julianos,朱利安诺斯的永久树
370464022,The Caiz Cabin,Caiz机舱
371512602,Eternal Sunrise of Julianos,朱利安诺斯的永恒日出
372561231,The Roost of Skoghu,Skoghu的栖息
373609820,THe Crypts of Blarnke,Blarnke的地下室
374658398,Jalehbia,贾利比亚
375707892,Lajla,拉杰拉
376756544,The Morrarugoth Aviary,Morrarugoth Aviary
377806112,Cerabi,Cerabi
378854690,Old Boashki's Place,老buashki的地方
379903270,Shrine of Jone,乔恩神社
380951850,The Howling Pit Lodge,how叫坑小屋
382000428,T'egir Hall,T'egir Hall
383049923,The Bat and Wolf Tavern,蝙蝠和狼小酒馆
384099566,Syremia,Syremia
385148149,Balthimar Hall,Balthimar Hall
182888,Crosswich,克罗斯维奇
1231466,Crossdale Moor,Crossdale Moor
2281035,Cromway,克罗姆威
3330580,Westton,韦斯顿
4379163,Shrine of Ephen,埃芬神社
5427741,Warwood Moor,Warwood Moor
6476336,Upwell,上身
7524917,Singing Tree of Akatosh,阿卡托什的唱歌树
8573502,The Masterfield Farmstead,Masterfield Farmstead
9622090,The Moorham Burial Ground,Moorham墓地
10670668,Grimdale Moor,格里姆代尔沼泽
11720192,Wilderhope,Wilderhope
12768775,Woodsmith Manor,伍兹史密斯庄园
13817358,Yeomston Hall,Yeomston Hall
14865938,The Copperfield Vaults,Copperfield拱顶
15914523,The Old Ashsley Hovel,老阿什斯利霍夫尔
16963104,The Old Ashham Hovel,老阿什姆·霍夫尔
18011682,Ruins of Kinghart Manor,金哈特庄园的废墟
19060265,The Wickston Farmstead,Wickston Farmstead
20108854,Woodwing's Hold,伍德的持有
21157433,Hawkcroft Orchard,霍克克罗夫特果园
22206947,The Masterfield Cabin,Masterfield小屋
23255525,The Prison of Dunistyr,邓斯蒂尔监狱
24304127,The Roost of Skulrathrac,Skulrathrac的栖息
25352705,Galloing Hamlet,盖洛·哈姆雷特
26401285,The Elyrrya Coven,Elyrrya盟约
27449870,Grimleigh Minster,Grimleigh Minster
28498458,Charenwich,夏伦维奇
29547992,Burgcart,汉堡
30596587,Ashing Grange,阿什农庄
31645167,Arkmarket,arkmarket
32693745,The Fortress of Wickford,威克福德要塞
33742343,Shrine of Jone,乔恩神社
34790921,Singing Prophet of Akatosh,阿卡托什的唱歌先知
35840437,The Yeomton Cemetery,Yeomton公墓
36889015,Fontwood Garden,丰伍德花园
37937628,The Old Kingsmith Place,旧的金匠地方
38986206,Horbridge,霍布里奇
40034793,The Gaersmith Graveyard,盖史密斯墓地
41083371,Hawkford Manor,霍克福德庄园
42131956,Woodham Grange,伍德姆农庄
43181490,Deercester,Deercester
44230072,Ripford,里普福德
45278664,Chesterwark Court,切斯特瓦克法院
46328191,Hearthsmith's Hold,炉匠的持有
47376774,Broadbrugh Heath,Broadbrugh Heath
48425355,Woodfield Manor,伍德菲尔德庄园
49473944,Old Gwynona's Shack,旧格温纳的棚屋
50522525,Singing Idol of Akatosh,唱歌的偶像
51571115,Tricerbith,Tricerbith
52619694,Midwark,助理
53668274,Kieran Theatre,基兰剧院
54716864,Anvil of Ebonarm,Ebonarm的砧
55766395,Broadhope,Broadhope
56814978,Pentower Moor,Pentower Moor
57863568,The Ashston Farmstead,阿什斯顿农场
58912152,Gaerwing's Guard,Gaerwing的后卫
59960734,Old Vannolda's Hovel,老范诺达的小屋
61009318,The Dunore Excavation,Dunore发掘
62057898,Fontmore,丰特莫尔
63106479,The Gold Dragon Tavern,金龙小酒馆
64155991,Yeomcroft Manor,Yeomcroft Manor
65204590,The Lysausa Coven,Lysausa Coven
66253179,Ashwing Orchard,灰烬果园
67301770,Masterwing Tower,掌握塔
68350348,Whiteway,怀特道
69399877,Gaerston Grange,Gaerston Grange
70448465,Vanlech Court,范利奇法院
71497043,Old Vannona's Place,老范诺纳的地方
72545625,The Buckingcroft Graveyard,Buckingcroft墓地
73594203,Castle Necromeham,城堡内克罗梅姆
74642782,Charenley Derry,Charenley Derry
75691365,The Old Hearthhart Place,旧壁炉旁的地方
76739950,Kingcroft Orchard,金克罗夫特果园
77788528,Anvil of Ebonarm,Ebonarm的砧
78837111,Greening Manor,绿色庄园
79885691,Cromshire,克伦郡
80934271,The Woodsley Cabin,伍兹利小屋
81983783,Cathlech,天主教
83032363,Woodborne Hall,伍德伯恩大厅
84080944,Coppersley Orchard,Coppersley果园
85129544,Eastshire,伊斯特郡
86178123,The Unfortunate Dagger Lodge,不幸的匕首小屋
87226704,The Wickhart Tombs,威克哈特墓
88275292,Weeping Tree of Akatosh,哭泣的树
89324820,Tuncart,Tuncart
90373406,The Ashsly Graveyard,灰烬墓地
91421984,Silent Idol of Akatosh,阿卡托什的无声偶像
92470567,Old Belladyn's Place,老贝拉丁的地方
93519147,The Hold of Woodford,伍德福德的持有
94567734,The Dirty Fawn Pub,肮脏的小鹿酒吧
95616317,Lamwold,拉姆沃尔德
96664897,Dunyval's Guard,邓瓦尔的后卫
97713481,Longworth,朗沃思
98762059,Graybrugh,Graybrugh
99810642,The Ashhart Cabin,阿什哈特小屋
100860142,Baelshire Wood,贝尔郡木材
101908726,Old Vyctyrrya's Shack,老vyctyrrya的棚屋
102957313,Gaerston Manor,高斯顿庄园
104005899,The Gaerfield Cemetery,Gaerfield公墓
105054497,Reyford Moor,雷福德·摩尔（Reyford Moor）
106103083,Arkham Hamlet,阿卡姆小村庄
